927	 8	 1.3853376e9
2026	 5	 1.3615776e9
3116	 8	 1.372464e9
2116	 5	 1.2524544e9
2302	 10	 1.2500352e9
3146	 8	 1.4554944e9
1300	 8	 1.2958272e9
284	 8	 1.4140224e9
284	 8	 1.4188608e9
284	 8	 1.3329792e9
284	 8	 1.3895712e9
1324	 8	 1.3804992e9
1324	 2	 1.4772672e9
1324	 8	 1.4772672e9
1324	 8	 1.4655168e9
1324	 2	 1.486944e9
244	 7	 1.4940288e9
2415	 2	 1.474416e9
708	 3	 1.426032e9
2269	 8	 1.4874624e9
2520	 8	 1.2956544e9
2520	 2	 1.3131072e9
1229	 8	 1.2209184e9
1229	 8	 1.216512e9
1229	 2	 1.1971584e9
1385	 6	 1.4271552e9
2341	 8	 1.2770784e9
935	 1	 1.47312e9
1272	 7	 1.4659488e9
2044	 2	 1.3656384e9
2579	 8	 1.2694752e9
2611	 8	 1.452816e9
626	 5	 1.4122944e9
1317	 5	 1.415232e9
1317	 3	 1.4494464e9
1317	 5	 1.41264e9
2938	 2	 1.1785824e9
1362	 2	 1.3606272e9
1362	 7	 1.3397184e9
1362	 8	 1.3609728e9
1362	 10	 1.3397184e9
16	 5	 1.1571552e9
16	 3	 1.1570688e9
3245	 8	 1.3468032e9
1987	 8	 1.351728e9
1708	 8	 1.4227488e9
1708	 5	 1.4174784e9
613	 8	 1.489104e9
2203	 3	 1.4534208e9
215	 8	 1.4941152e9
2055	 8	 1.3326336e9
2243	 2	 1.4646528e9
2243	 10	 1.4646528e9
1838	 10	 1.4276736e9
1838	 5	 1.4336352e9
144	 8	 1.4011488e9
2512	 5	 1.489104e9
52	 10	 1.1930976e9
2747	 8	 1.2275712e9
2747	 5	 1.1843712e9
82	 8	 1.4930784e9
3428	 8	 1.4578272e9
2700	 2	 1.3499136e9
1121	 8	 1.2043296e9
1121	 4	 1.5062112e9
1121	 10	 1.2747456e9
1121	 5	 1.432512e9
1121	 5	 1.2487392e9
25	 8	 1.3680576e9
22	 8	 1.4375232e9
3170	 5	 1.4059872e9
1557	 10	 1.481328e9
226	 8	 1.4376096e9
633	 8	 1.5112224e9
2876	 2	 1.4196384e9
2876	 8	 1.3661568e9
2876	 2	 1.4101344e9
961	 2	 1.3950144e9
961	 8	 1.2538368e9
961	 5	 1.2478752e9
3152	 8	 1.461456e9
1998	 1	 1.3613184e9
5	 5	 1.3695264e9
513	 2	 1.4335488e9
513	 8	 1.4332896e9
513	 2	 1.4336352e9
1868	 5	 1.206576e9
1008	 2	 1.3912128e9
1884	 8	 1.4511744e9
1851	 8	 1.508544e9
2891	 6	 1.4479776e9
2891	 5	 1.4914368e9
336	 8	 1.4566176e9
968	 2	 1.4401152e9
2261	 5	 1.4351904e9
1274	 2	 1.4844384e9
2342	 1	 1.4240448e9
1927	 8	 1.50336e9
662	 3	 1.4863392e9
3394	 8	 1.4232672e9
788	 5	 1.4439168e9
2913	 3	 1.499472e9
1454	 8	 1.5126048e9
1454	 5	 1.5097536e9
1454	 3	 1.5093216e9
961	 8	 1.290816e9
961	 8	 1.2854592e9
31	 10	 1.4578272e9
1712	 8	 1.4889312e9
1532	 8	 1.4050368e9
735	 10	 1.4332032e9
602	 5	 1.2596256e9
2882	 8	 1.2976416e9
644	 3	 1.2083904e9
644	 10	 1.2084768e9
644	 10	 1.2282624e9
644	 2	 1.2084768e9
2224	 8	 1.3954464e9
2976	 4	 1.4602464e9
2976	 5	 1.4688e9
1947	 2	 1.3628736e9
3196	 8	 1.487376e9
1426	 8	 1.4205888e9
3350	 8	 1.433808e9
882	 8	 1.5039648e9
1724	 8	 1.2922848e9
1381	 8	 1.4072832e9
1823	 2	 1.4291424e9
1823	 6	 1.4625792e9
1379	 8	 1.5075936e9
1653	 2	 1.4520384e9
1685	 8	 1.406592e9
1685	 10	 1.4547168e9
1685	 10	 1.4203296e9
1685	 8	 1.4094432e9
1685	 10	 1.3997664e9
1685	 2	 1.4065056e9
1685	 8	 1.3843872e9
1685	 4	 1.3868064e9
3206	 8	 1.3876704e9
